NO,DOMAIN,REACTION_TYPE,SCENE_NUM,SCENE_TYPE,TEXT
31,일상1,정서,3,세부 시나리오(정서) - Scene 1,백설은 해야 할 일을 못 했다는 생각에 죄책감과 허탈함을 느낀다.
31,일상1,정서,4,세부 시나리오(정서) - Scene 2,그런데 그 감정이 너무 불편해서 “오늘은 그냥 컨디션이 안 좋았던 거야”라고 넘기려 한다. 그러면서도 마음 한쪽에는 자신이 또 하루를 망쳤다는 무거운 기분이 남아 있다.
31,일상1,행동,1,공통 시나리오 - Scene 1,"아침에는 분명 계획이 있었지만, 휴대폰을 보고 작은 집안일을 하다 보니 시간이 훌쩍 지나 있다."
31,일상1,행동,2,공통 시나리오 - Scene 2,"해야 할 일은 그대로 남아 있고, 하루가 끝날 때쯤 “오늘 뭐 한 거지?”라는 기분이 든다."
31,일상1,행동,3,세부 시나리오(행동) - Scene 1,백설은 늦은 시간이 되어서야 갑자기 할 일을 만회하려고 여러 일을 한꺼번에 시작한다.
31,일상1,행동,4,세부 시나리오(행동) - Scene 2,"계획표를 다시 만들고, 책상 정리를 하고, 필요한 자료를 열어두지만 정작 중요한 일은 조금씩만 건드린다. 결국 다음 날부터 다시 제대로 하겠다며 새로운 계획을 세운다."
32,일상2,인지,1,공통 시나리오 - Scene 1,"약속 시간은 알고 있었지만 준비를 시작하는 시간이 늦어지고, 나갈 때가 되어서야 필요한 물건을 찾느라 허둥댄다."
32,일상2,인지,2,공통 시나리오 - Scene 2,"결국 또 늦게 도착하고, 상대에게 미안함과 민망함을 느낀다."
32,일상2,인지,3,세부 시나리오(인지) - Scene 1,"백설은 약속에 늦은 뒤 자신이 어느 순간부터 시간이 밀렸는지 머릿속으로 계산한다. 준비를 몇 시에 시작했어야 했는지, 어떤 물건을 미리 챙겼어야 했는지 되짚으며 다음에는 더 정확하게 움직여야 한다고 생각한다."
32,일상2,인지,4,세부 시나리오(인지) - Scene 2,하지만 늦었다는 사실보다 “왜 나는 시간을 알면서도 늘 이렇게 되는지”에 오래 머무르게 된다. 어차피 정답도 없는 것을 알지만 계속 원인을 찾게 된다.
32,일상2,정서,1,공통 시나리오 - Scene 1,"약속 시간은 알고 있었지만 준비를 시작하는 시간이 늦어지고, 나갈 때가 되어서야 필요한 물건을 찾느라 허둥댄다."
32,일상2,정서,2,공통 시나리오 - Scene 2,"결국 또 늦게 도착하고, 상대에게 미안함과 민망함을 느낀다."
32,일상2,정서,3,세부 시나리오(정서) - Scene 1,백설은 약속 장소에 늦게 도착하면서 미안함과 민망함을 느낀다.
32,일상2,정서,4,세부 시나리오(정서) - Scene 2,"상대가 괜찮다고 해도 속으로는 자신이 한심하게 보였을 것 같아 불편하다. 그 감정을 바로 표현하기 어려워 괜히 더 밝게 행동하거나, 반대로 위축되어 말수가 줄어든다."
32,일상2,행동,1,공통 시나리오 - Scene 1,"약속 시간은 알고 있었지만 준비를 시작하는 시간이 늦어지고, 나갈 때가 되어서야 필요한 물건을 찾느라 허둥댄다."
32,일상2,행동,2,공통 시나리오 - Scene 2,"결국 또 늦게 도착하고, 상대에게 미안함과 민망함을 느낀다."
32,일상2,행동,3,세부 시나리오(행동) - Scene 1,"백설은 늦지 않으려고 급하게 움직이다가 필요한 물건을 빠뜨리거나, 이동 중에도 계속 시간을 확인한다."
32,일상2,행동,4,세부 시나리오(행동) - Scene 2,"도착 후에는 미안한 마음에 상대에게 커피를 사거나 더 맞춰주려 한다. 다음 약속부터는 알람을 여러 개 맞추거나 준비물을 미리 적어두지만, 막상 당일에는 다시 준비 순서가 흐트러질 수 있다는 생각에 또 막막해진다."
33,일상3,인지,1,공통 시나리오 - Scene 1,"방을 정리하려고 시작했지만, 옷을 개다 서랍을 정리하고, 서랍을 정리하다 오래된 물건을 보게 된다."
33,일상3,인지,2,공통 시나리오 - Scene 2,"처음 하려던 정리는 끝나지 않고, 방은 오히려 더 어수선해진다."
33,일상3,인지,3,세부 시나리오(인지) - Scene 1,백설은 방을 둘러보며 어디서부터 잘못된 건지 생각한다.
33,일상3,인지,4,세부 시나리오(인지) - Scene 2,"옷장부터 정리했어야 했는지, 책상부터 치웠어야 했는지 계속 기준을 세우려 하지만, 정리할 범위가 점점 크게 느껴진다. 결국 “나는 왜 간단한 정리도 끝까지 못 하지?”라는 생각과 “어차피 정리는 해도 금방 다시 어질러져”라는 생각이 교차로 든다."
33,일상3,정서,1,공통 시나리오 - Scene 1,"방을 정리하려고 시작했지만, 옷을 개다 서랍을 정리하고, 서랍을 정리하다 오래된 물건을 보게 된다."
33,일상3,정서,2,공통 시나리오 - Scene 2,"처음 하려던 정리는 끝나지 않고, 방은 오히려 더 어수선해진다."
33,일상3,정서,3,세부 시나리오(정서) - Scene 1,"백설은 처음에는 의욕이 있었지만, 방이 더 어질러진 것을 보고 답답함과 짜증을 느낀다. 정리를 못 끝낸 자신이 민망하고 불편하지만, 그 감정을 인정하기 싫어 잠깐 쉬면 된다고 넘기려 한다."
33,일상3,정서,4,세부 시나리오(정서) - Scene 2,그러나 어수선한 방을 볼 때마다 마음이 더 무거워진다. 왠지 모를 찜찜함과 답답함이 계속 간다. 얼른 치워야야하나?.
33,일상3,행동,1,공통 시나리오 - Scene 1,"방을 정리하려고 시작했지만, 옷을 개다 서랍을 정리하고, 서랍을 정리하다 오래된 물건을 보게 된다."
33,일상3,행동,2,공통 시나리오 - Scene 2,"처음 하려던 정리는 끝나지 않고, 방은 오히려 더 어수선해진다."
33,일상3,행동,3,세부 시나리오(행동) - Scene 1,백설은 한 가지를 끝내기 전에 다른 물건으로 주의가 옮겨가며 여러 정리를 동시에 시작한다.
33,일상3,행동,4,세부 시나리오(행동) - Scene 2,"옷을 개다가 서랍을 열고, 서랍을 정리하다 오래된 물건을 살펴보는 식으로 행동이 계속 바뀐다. 나중에는 큰 박스에 물건을 한꺼번에 넣어두거나, 눈에 보이는 부분만 급하게 치우며 정리를 마무리하려 한다."
34,일상4,인지,1,공통 시나리오 - Scene 1,"분명 어딘가에 둔 것 같은데 카드, 이어폰, 카드 같은 물건이 보이지 않는다."
34,일상4,인지,2,공통 시나리오 - Scene 2,"찾느라 시간이 지체되고, 결국 해야 할 일이나 약속까지 영향을 받는다."
34,일상4,인지,3,세부 시나리오(인지) - Scene 1,백설은 물건을 어디에 두었는지 기억해내려고 자신의 동선을 계속 되짚는다.
34,일상4,인지,4,세부 시나리오(인지) - Scene 2,"방금 가방에 넣었는지, 책상 위에 뒀는지, 현관에서 내려놨는지 생각하지만 기억이 선명하지 않다. 찾는 시간이 길어질수록 “분명 여기에 둔 것 같은데 왜 없지?”라는 생각에 갇히고, 해야 할 일보다 물건의 행방에 더 신경이 쏠린다."
34,일상4,정서,1,공통 시나리오 - Scene 1,"분명 어딘가에 둔 것 같은데 카드, 이어폰, 카드 같은 물건이 보이지 않는다."
34,일상4,정서,2,공통 시나리오 - Scene 2,"찾느라 시간이 지체되고, 결국 해야 할 일이나 약속까지 영향을 받는다."
34,일상4,정서,3,세부 시나리오(정서) - Scene 1,백설은 물건이 보이지 않자 초조하고 답답해진다.
34,일상4,정서,4,세부 시나리오(정서) - Scene 2,"처음에는 침착하려 하지만 시간이 지날수록 짜증이 올라오고, 사소한 물건 하나 때문에 또 흔들리는 자신이 불편하게 느껴진다. 높은 수준의 초조함과 긴장감으로 해야 할 일이 신경도 안 쓰이게 된다."
34,일상4,행동,1,공통 시나리오 - Scene 1,"분명 어딘가에 둔 것 같은데 카드, 이어폰, 카드 같은 물건이 보이지 않는다."
34,일상4,행동,2,공통 시나리오 - Scene 2,"찾느라 시간이 지체되고, 결국 해야 할 일이나 약속까지 영향을 받는다."
34,일상4,행동,3,세부 시나리오(행동) - Scene 1,"백설은 가방과 책상, 옷 주머니를 반복해서 뒤진다."
34,일상4,행동,4,세부 시나리오(행동) - Scene 2,"이미 확인한 곳도 다시 확인하고, 찾는 중간에 다른 물건을 정리하다가 시간이 더 지체된다. 이후에는 물건을 잃어버리지 않으려고 현관 앞에 바구니를 두거나 위치추적 태그를 찾아보는 등 즉각적인 해결 행동을 시도하겠다고 다짐한다."
35,일상5,인지,1,공통 시나리오 - Scene 1,큰돈을 쓴 것 같지는 않은데 통장 잔액이 예상보다 적다.
35,일상5,인지,2,공통 시나리오 - Scene 2,"결제 내역을 보면 자잘한 소비가 쌓여 있고, 계획 없이 쓴 자신에게 현타가 온다."
35,일상5,인지,3,세부 시나리오(인지) - Scene 1,백설은 결제 내역을 보며 어디서 돈이 많이 나갔는지 하나씩 따져본다.
35,일상5,인지,4,세부 시나리오(인지) - Scene 2,"큰 소비는 없었다고 생각했는데 작은 지출이 쌓인 것을 보고, 자신의 소비 기준이 느슨했던 것은 아닌지 계속 계산한다. 그러다 단순한 지출 문제가 아니라 자신이 계획성과 절제력이 부족한 사람처럼 느껴진다."
35,일상5,정서,1,공통 시나리오 - Scene 1,큰돈을 쓴 것 같지는 않은데 통장 잔액이 예상보다 적다.
35,일상5,정서,2,공통 시나리오 - Scene 2,"결제 내역을 보면 자잘한 소비가 쌓여 있고, 계획 없이 쓴 자신에게 현타가 온다."
35,일상5,정서,3,세부 시나리오(정서) - Scene 1,백설은 통장 잔액을 보고 허탈함과 불안감을 느낀다.
35,일상5,정서,4,세부 시나리오(정서) - Scene 2,"돈을 모으지 못했다는 사실이 부끄럽고, 경제적으로 아직 불안정하다는 느낌이 올라온다. 하지만 그 감정을 오래 느끼기 싫어 결제 내역을 더 보지 않거나, “이번 달만 어쩔 수 없었어”라고 넘기려 한다."
35,일상5,행동,1,공통 시나리오 - Scene 1,큰돈을 쓴 것 같지는 않은데 통장 잔액이 예상보다 적다.
35,일상5,행동,2,공통 시나리오 - Scene 2,"결제 내역을 보면 자잘한 소비가 쌓여 있고, 계획 없이 쓴 자신에게 현타가 온다."
35,일상5,행동,3,세부 시나리오(행동) - Scene 1,"백설은 갑자기 소비를 줄이기 위해 가계부 앱을 설치하고 예산표를 만든다. 자잘한 구독 서비스를 해지하거나 카드 사용 알림을 켜는 등 즉각적인 조치를 하지만, 스트레스를 받으면 다시 작은 소비로 기분을 달래려 한다."
35,일상5,행동,4,세부 시나리오(행동) - Scene 2,이후 잔액을 보고 다시 절약 계획을 세우는 패턴이 반복된다. 그러다가 배달 음식 어플을 켜서 무엇을 먹으면 좋을지 찾아본다.
36,일상6,인지,1,공통 시나리오 - Scene 1,"백설은 하루를 알차게 보내고 싶어 오전에는 운동, 점심에는 친구와 약속, 오후에는 공부, 저녁에는 미뤄둔 일을 처리하는 식으로 일정을 촘촘하게 잡아둔다."
36,일상6,인지,2,공통 시나리오 - Scene 2,"처음에는 제한된 시간 안에서 최대한 많은 일을 해내고 싶었지만, 막상 하루가 시작되자 이동 시간과 준비 시간, 중간에 생기는 작은 변수들이 예상보다 크게 느껴진다. 한 가지 일정이 조금만 늦어져도 뒤의 계획이 줄줄이 밀리고, 백설은 열심히 하려고 했을 뿐인데 하루 종일 쫓기고 있는 기분이 든다."
36,일상6,인지,3,세부 시나리오(인지) - Scene 1,백설은 하루 일정을 촘촘히 짠 이유와 실제로 틀어진 지점을 계속 비교한다.
36,일상6,인지,4,세부 시나리오(인지) - Scene 2,"이동 시간, 준비 시간, 쉬는 시간을 왜 충분히 계산하지 못했는지 따져보며 다음에는 더 효율적으로 짜야 한다고 생각한다. 하지만 계획을 분석할수록 작은 변수 하나에도 전체가 무너질 수 있다는 생각이 커져 더 예민해진다."
36,일상6,정서,1,공통 시나리오 - Scene 1,"백설은 하루를 알차게 보내고 싶어 오전에는 운동, 점심에는 친구와 약속, 오후에는 공부, 저녁에는 미뤄둔 일을 처리하는 식으로 일정을 촘촘하게 잡아둔다."
36,일상6,정서,2,공통 시나리오 - Scene 2,"처음에는 제한된 시간 안에서 최대한 많은 일을 해내고 싶었지만, 막상 하루가 시작되자 이동 시간과 준비 시간, 중간에 생기는 작은 변수들이 예상보다 크게 느껴진다. 한 가지 일정이 조금만 늦어져도 뒤의 계획이 줄줄이 밀리고, 백설은 열심히 하려고 했을 뿐인데 하루 종일 쫓기고 있는 기분이 든다."
36,일상6,정서,3,세부 시나리오(정서) - Scene 1,백설은 열심히 하려고 했을 뿐인데 하루가 계속 밀리는 상황에서 압박감과 짜증을 느낀다.
36,일상6,정서,4,세부 시나리오(정서) - Scene 2,"계획이 하나씩 틀어질 때마다 불안이 올라오지만, 그 감정을 인정하기보다 “빨리 처리하면 돼”라고 자신을 몰아붙인다. 결국 사소한 지연에도 감정이 크게 흔들리고, 자신이 너무 버거운 하루를 만든 것 같아 허탈해진다."
36,일상6,행동,1,공통 시나리오 - Scene 1,"백설은 하루를 알차게 보내고 싶어 오전에는 운동, 점심에는 친구와 약속, 오후에는 공부, 저녁에는 미뤄둔 일을 처리하는 식으로 일정을 촘촘하게 잡아둔다."
36,일상6,행동,2,공통 시나리오 - Scene 2,"처음에는 제한된 시간 안에서 최대한 많은 일을 해내고 싶었지만, 막상 하루가 시작되자 이동 시간과 준비 시간, 중간에 생기는 작은 변수들이 예상보다 크게 느껴진다. 한 가지 일정이 조금만 늦어져도 뒤의 계획이 줄줄이 밀리고, 백설은 열심히 하려고 했을 뿐인데 하루 종일 쫓기고 있는 기분이 든다."
36,일상6,행동,3,세부 시나리오(행동) - Scene 1,"백설은 밀린 일정을 만회하려고 이동 중에도 메시지를 보내고, 밥을 빨리 먹고, 다음 할 일을 동시에 확인한다. 한 일정이 늦어지면 뒤의 계획을 즉석에서 다시 조정하고, 여러 약속 사이를 분주하게 이동한다."
36,일상6,행동,4,세부 시나리오(행동) - Scene 2,"이동하는 시간에도 친구의 연락에 수십번 휴대폰을 확인하며 답장을 하고, 틈틈히 사진도 찍는다. 백설은 오롯한 쉬는 시간 없이 계속 움직이다가 중요한 준비물을 놓치거나, 마지막 일정에서는 에너지가 떨어져 집중하지 못하는 자신이 유난히 버겁게 느껴진다."
37,일상7,인지,1,공통 시나리오 - Scene 1,"백설은 사고 싶은 물건이 생기면 며칠 더 고민하기보다 바로 결제하고 싶어진다. 당장은 꼭 필요하고, 지금 사지 않으면 후회할 것처럼 느껴진다."
37,일상7,인지,2,공통 시나리오 - Scene 2,이번 달에는 돈을 모으기로 했지만 작은 소비가 반복되면서 저축하려던 금액은 점점 줄어든다. 월말에 통장 잔액을 확인한 백설은 자신이 또 충동적으로 돈을 썼다는 사실에 허탈함을 느낀다.
37,일상7,인지,3,세부 시나리오(인지) - Scene 1,백설은 사고 싶은 물건을 발견하면 왜 지금 사야 하는지 이유를 빠르게 찾는다.
37,일상7,인지,4,세부 시나리오(인지) - Scene 2,"할인 중이라서, 곧 품절될 것 같아서, 요즘 자신에게 필요해서라는 생각이 이어진다. 나중에 생각해보자는 마음도 있지만, 시간이 지나면 기회를 놓칠 것 같다는 생각이 더 커진다."
37,일상7,정서,1,공통 시나리오 - Scene 1,"백설은 사고 싶은 물건이 생기면 며칠 더 고민하기보다 바로 결제하고 싶어진다. 당장은 꼭 필요하고, 지금 사지 않으면 후회할 것처럼 느껴진다."
37,일상7,정서,2,공통 시나리오 - Scene 2,이번 달에는 돈을 모으기로 했지만 작은 소비가 반복되면서 저축하려던 금액은 점점 줄어든다. 월말에 통장 잔액을 확인한 백설은 자신이 또 충동적으로 돈을 썼다는 사실에 허탈함을 느낀다.
37,일상7,정서,3,세부 시나리오(정서) - Scene 1,"백설은 물건을 살 때는 설렘과 기대감이 크게 올라온다. 하지만 결제 후에는 잠시 기분이 좋아졌다가, 저축 계획이 무너졌다는 생각에 허탈함과 죄책감이 따라온다."
37,일상7,정서,4,세부 시나리오(정서) - Scene 2,"그 감정이 불편해서 결제 내역을 자세히 보지 않거나, 이번 소비는 어쩔 수 없었다고 스스로를 달래려 한다. 그러고선, 자신은 왜 이렇게 물질주의적인지 모르겠다며 짜증이 솟구친다."
37,일상7,행동,1,공통 시나리오 - Scene 1,"백설은 사고 싶은 물건이 생기면 며칠 더 고민하기보다 바로 결제하고 싶어진다. 당장은 꼭 필요하고, 지금 사지 않으면 후회할 것처럼 느껴진다."
37,일상7,행동,2,공통 시나리오 - Scene 2,이번 달에는 돈을 모으기로 했지만 작은 소비가 반복되면서 저축하려던 금액은 점점 줄어든다. 월말에 통장 잔액을 확인한 백설은 자신이 또 충동적으로 돈을 썼다는 사실에 허탈함을 느낀다.
37,일상7,행동,3,세부 시나리오(행동) - Scene 1,"백설은 후기를 충분히 비교하기 전에 장바구니에 담고 바로 결제한다. 비슷한 상품을 여러 개 저장하거나, 관련 추천 상품까지 이어서 살펴보며 소비 흐름이 커진다."
37,일상7,행동,4,세부 시나리오(행동) - Scene 2,"이후에는 지출을 만회하려고 갑자기 절약 계획을 세우거나, 다음 달부터는 절대 안 사겠다고 다짐한다. 그러다가 컴퓨터를 켜서 가계부를 써야겠다며 엑셀 프로그램을 실행한다."
38,일상8,인지,1,공통 시나리오 - Scene 1,"백설은 어느 날 갑자기 하고 싶은 머리 스타일이 생긴다. 마음에 든 사진을 보고 나니 빨리 바꾸고 싶어져, 꼼꼼하게 후기를 찾아보거나 충분히 상담할 시간을 갖기보다 당장 예약 가능한 미용실을 찾는다."
38,일상8,인지,2,공통 시나리오 - Scene 2,"시술을 받는 동안에는 기대가 크지만, 막상 결과는 자신이 원했던 분위기와 다르다. 백설은 조금만 더 알아보고 갔으면 좋았을 텐데 하는 아쉬움을 느낀다."
38,일상8,인지,3,세부 시나리오(인지) - Scene 1,"백설은 마음에 드는 머리 사진을 본 뒤 그 스타일을 하면 기분이 확 달라질 것 같다고 생각한다. 충분히 알아보고 가야 한다는 것도 알지만, 지금 바꾸고 싶은 마음이 강해서 “어느 미용실이든 사진만 잘 보여주면 되겠지”라고 판단한다."
38,일상8,인지,4,세부 시나리오(인지) - Scene 2,결과가 마음에 들지 않으면 왜 더 찾아보지 않았는지 뒤늦게 계속 생각하게 된다. 그럼에도 자신이 원하는대로 나오지 않은 디자인이 짜증난다.
38,일상8,정서,1,공통 시나리오 - Scene 1,"백설은 어느 날 갑자기 하고 싶은 머리 스타일이 생긴다. 마음에 든 사진을 보고 나니 빨리 바꾸고 싶어져, 꼼꼼하게 후기를 찾아보거나 충분히 상담할 시간을 갖기보다 당장 예약 가능한 미용실을 찾는다."
38,일상8,정서,2,공통 시나리오 - Scene 2,"시술을 받는 동안에는 기대가 크지만, 막상 결과는 자신이 원했던 분위기와 다르다. 백설은 조금만 더 알아보고 갔으면 좋았을 텐데 하는 아쉬움을 느낀다."
38,일상8,정서,3,세부 시나리오(정서) - Scene 1,"백설은 새로운 스타일을 떠올리며 기대감과 설렘을 크게 느낀다. 하지만 결과가 생각과 다르게 나오면 실망감이 빠르게 커지고, 거울을 볼 때마다 속상함이 올라온다."
38,일상8,정서,4,세부 시나리오(정서) - Scene 2,"괜찮다고 넘기려 하지만 마음이 쉽게 가라앉지 않고, 자신이 너무 성급했다는 민망함도 느낀다. 자신의 조급함이 너무나도 싫은 하루이다."
38,일상8,행동,1,공통 시나리오 - Scene 1,"백설은 어느 날 갑자기 하고 싶은 머리 스타일이 생긴다. 마음에 든 사진을 보고 나니 빨리 바꾸고 싶어져, 꼼꼼하게 후기를 찾아보거나 충분히 상담할 시간을 갖기보다 당장 예약 가능한 미용실을 찾는다."
38,일상8,행동,2,공통 시나리오 - Scene 2,"시술을 받는 동안에는 기대가 크지만, 막상 결과는 자신이 원했던 분위기와 다르다. 백설은 조금만 더 알아보고 갔으면 좋았을 텐데 하는 아쉬움을 느낀다."
38,일상8,행동,3,세부 시나리오(행동) - Scene 1,백설은 당장 되돌릴 수 있다면 좋겠다는 생각을 한다. 곧장 예약 가능한 미용실을 빠르게 찾아 예약한다.
38,일상8,행동,4,세부 시나리오(행동) - Scene 2,"후기를 꼼꼼히 비교하거나 상담을 충분히 하기보다, 가능한 시간과 위치를 우선으로 결정한다. 시술 후 마음에 들지 않으면 바로 다른 스타일을 검색하거나, 수정 가능한 곳을 찾으며 다시 즉각적인 해결 행동으로 넘어간다. 그런데 이 선택도 백설에게 도움이 될까? 혼란스럽기만 하다."
39,일상9,인지,1,공통 시나리오 - Scene 1,"백설은 비 오는 날마다 우산을 챙겨 나가지만, 비가 그치고 나면 우산의 존재를 금방 잊어버린다. 카페 의자 옆, 지하철 손잡이 근처, 강의실이나 사무실 한쪽에 두고 나온 뒤에야 뒤늦게 기억난다."
39,일상9,인지,2,공통 시나리오 - Scene 2,"결국 우산을 새로 사는 일이 반복되고, 집에는 비슷한 우산이 있다가도 어느 순간 또 없어져 있다. 백설은 사소한 물건 하나도 계속 놓치는 자신이 답답하게 느껴진다."
39,일상9,인지,3,세부 시나리오(인지) - Scene 1,"백설은 우산을 또 잃어버린 뒤 자신이 마지막으로 어디에 두었는지 계속 떠올린다. 카페였는지, 지하철이었는지, 강의실이었는지 생각하지만 정확히 기억나지 않는다."
39,일상9,인지,4,세부 시나리오(인지) - Scene 2,같은 일이 반복되자 왜 비가 그치면 우산의 존재를 잊는지 스스로 이해가 되지 않아 답답해진다. 물건을 소홀히 한 적도 없는데 자꾸 잃어버리는 자신이 너무 싫다.
39,일상9,정서,1,공통 시나리오 - Scene 1,"백설은 비 오는 날마다 우산을 챙겨 나가지만, 비가 그치고 나면 우산의 존재를 금방 잊어버린다. 카페 의자 옆, 지하철 손잡이 근처, 강의실이나 사무실 한쪽에 두고 나온 뒤에야 뒤늦게 기억난다."
39,일상9,정서,2,공통 시나리오 - Scene 2,"결국 우산을 새로 사는 일이 반복되고, 집에는 비슷한 우산이 있다가도 어느 순간 또 없어져 있다. 백설은 사소한 물건 하나도 계속 놓치는 자신이 답답하게 느껴진다."
39,일상9,정서,3,세부 시나리오(정서) - Scene 1,"백설은 우산 하나를 또 잃어버렸다는 사실에 짜증과 허탈함을 느낀다. 큰일은 아니라고 생각하려 하지만, 반복해서 새로 사야 하는 상황이 민망하고 스스로에게 화가 난다."
39,일상9,정서,4,세부 시나리오(정서) - Scene 2,누군가 “또 잃어버렸어?”라고 말하면 가볍게 넘기려 해도 속으로는 위축된다. 자꾸 이렇게 효율적이지 않은 소비를 이어야 한다는 생각에 치가 떨린다. 불편한 마음은 집에 돌아가서도 계속된다.
39,일상9,행동,1,공통 시나리오 - Scene 1,"백설은 비 오는 날마다 우산을 챙겨 나가지만, 비가 그치고 나면 우산의 존재를 금방 잊어버린다. 카페 의자 옆, 지하철 손잡이 근처, 강의실이나 사무실 한쪽에 두고 나온 뒤에야 뒤늦게 기억난다."
39,일상9,행동,2,공통 시나리오 - Scene 2,"결국 우산을 새로 사는 일이 반복되고, 집에는 비슷한 우산이 있다가도 어느 순간 또 없어져 있다. 백설은 사소한 물건 하나도 계속 놓치는 자신이 답답하게 느껴진다."
39,일상9,행동,3,세부 시나리오(행동) - Scene 1,"백설은 우산이 없어진 것을 알게 되면 처음에는 급하게 주변을 뒤져보지만, 곧 찾는 일을 포기하고 가까운 편의점에서 새 우산을 산다."
39,일상9,행동,4,세부 시나리오(행동) - Scene 2,"집에 돌아와서는 이번에는 꼭 잘 챙기겠다고 생각하지만, 따로 보관 장소를 정하지 않은 채 새 우산을 아무 데나 세워둔다. 다음 비 오는 날에도 우산을 급하게 들고 나가고, 비가 그치면 다시 손에 들고 있다는 사실을 잊은 채 다른 일에 주의가 옮겨간다."
40,일상10,인지,1,공통 시나리오 - Scene 1,"백설은 해야 할 일이 있어서 책상에 앉았지만, 잠깐 알림만 확인하려고 휴대폰을 집어 든다. 메시지 하나를 확인한 뒤 SNS를 보고, 추천 영상과 쇼핑 앱까지 이어서 보게 된다."
40,일상10,인지,2,공통 시나리오 - Scene 2,"처음에는 몇 분만 쉬려고 했지만 어느새 한 시간이 지나 있고, 원래 하려던 일은 시작도 하지 못한 상태다. 백설은 시간을 허비했다는 생각에 당황하면서도, 다시 집중하려고 하면 이미 흐름이 끊겨 어디서부터 시작해야 할지 막막해진다."
40,일상10,인지,3,세부 시나리오(인지) - Scene 1,백설은 시간이 훌쩍 지난 것을 보고 어떻게 여기까지 이어졌는지 생각한다.
40,일상10,인지,4,세부 시나리오(인지) - Scene 2,"알림 하나만 보려고 했는데 왜 SNS와 영상, 쇼핑 앱까지 보게 되었는지 되짚는다. 다시 해야 할 일을 시작하려고 하지만 이미 흐름이 끊겨, 무엇부터 해야 할지 다시 판단하느라 시간이 더 걸린다."
40,일상10,정서,1,공통 시나리오 - Scene 1,"백설은 해야 할 일이 있어서 책상에 앉았지만, 잠깐 알림만 확인하려고 휴대폰을 집어 든다. 메시지 하나를 확인한 뒤 SNS를 보고, 추천 영상과 쇼핑 앱까지 이어서 보게 된다."
40,일상10,정서,2,공통 시나리오 - Scene 2,"처음에는 몇 분만 쉬려고 했지만 어느새 한 시간이 지나 있고, 원래 하려던 일은 시작도 하지 못한 상태다. 백설은 시간을 허비했다는 생각에 당황하면서도, 다시 집중하려고 하면 이미 흐름이 끊겨 어디서부터 시작해야 할지 막막해진다."
40,일상10,정서,3,세부 시나리오(정서) - Scene 1,백설은 시간을 허비했다는 생각에 당황하고 죄책감을 느낀다.
40,일상10,정서,4,세부 시나리오(정서) - Scene 2,"하지만 그 감정이 불편해서 “잠깐 쉰 것뿐이야”라고 넘기려 한다. 그래도 해야 할 일이 그대로 남아 있다는 사실 때문에 마음이 계속 불안하고, 다시 집중해야 한다는 압박감이 커진다."
40,일상10,행동,1,공통 시나리오 - Scene 1,"백설은 해야 할 일이 있어서 책상에 앉았지만, 잠깐 알림만 확인하려고 휴대폰을 집어 든다. 메시지 하나를 확인한 뒤 SNS를 보고, 추천 영상과 쇼핑 앱까지 이어서 보게 된다."
40,일상10,행동,2,공통 시나리오 - Scene 2,"처음에는 몇 분만 쉬려고 했지만 어느새 한 시간이 지나 있고, 원래 하려던 일은 시작도 하지 못한 상태다. 백설은 시간을 허비했다는 생각에 당황하면서도, 다시 집중하려고 하면 이미 흐름이 끊겨 어디서부터 시작해야 할지 막막해진다."
40,일상10,행동,3,세부 시나리오(행동) - Scene 1,"백설은 휴대폰을 내려놓아야 한다는 것을 알지만, “이것만 보고 시작하자”라고 생각하며 다음 영상이나 게시물을 계속 넘긴다."
40,일상10,행동,4,세부 시나리오(행동) - Scene 2,"해야 할 일이 떠오르면 잠깐 앱을 닫지만, 곧 다시 알림이나 추천 콘텐츠를 확인한다. 시간이 많이 지난 것을 깨달은 뒤에는 급하게 책상에 앉지만, 밀린 시간이 부담스러워 계획표를 다시 만들거나 쉬운 일만 조금 건드리다가 또 휴대폰을 집어 든다."
